content	lable
연기기술자치고 맨날 버럭 소리지르는 한가지밖에 연기를 못하던데	1
가장 천박한애가세상을 구한다모티브	0
토니스타크 >>>>>>>>>> 방탄소년단	1
ㅋㅋㅋ 보노보노도 조개들고있으니 여혐이네 ㅅㅂ 별 그지같은 놈들 ㄷ ㄷ ㄷ	0
흐음.. 현아랑 이던 서로 성관계를 가졌을까요?	0
어쩐지 1위부터 와꾸가 빻고 나머지들 와꾸가 개빻았길래 이게 아이돌이야 싶었는데 이유가 있었군.근데 3랑 4는 투표수까지 조작이라 실질범죄지만1이나 2도 카메라분량이나 캐릭터 잡아주거나 이런것들 청탁 있었을 거 같은데.	0
여자 비율 봐라 ㅋㅋ 또 김치녀들 몰려와서 기안 까네	0
정우성 지금 유엔난민 홍보대사라 그러는건데 죠.옷도 모르는 ㅂㅅ들이 시비걸고 ㅈㄹ이네ㅋㅋ 정우성 앞에서 눈도 못마주칠 찌질이들이	0
신지 딱 내 스타일!!!!!화이팅!!!!!!!! 코요테 흥해라 흥!!!!!!	1
윌리엄 그동안 스킵했었는데 오늘 이모습하고 서준이에서 눈여겨볼 아이로 성장했움	1
핵심은 수수료 인하로 인한 혜택이 소비자에게 돌아가지 않는 다는 것. 그럼 당연히 배민쓰지..수수료 10% 가 절감되면 적어도 5%는 가격인하를 해 줘야 소비자들이 조금 불편해도 감수하면서 쓸텐데..	1
형사 공소시효가 남아봐야.. 이미 뉴질랜드 국적취득 했으면.. 적색수배 내려봐야.. 데려올 길도 없음....강제 소환요청 있어도 그쪽 법원에 의의제기하고 항소하면 데려오는데 수십년 걸림... ㅣ	1
아빠는 안되나요	1
쓰레기 같은 생각	0
한쪽의 잘못은 아니라고 본다 그렇기에 구혜선이 더많이 잘못했다하더라도 안재현도 잘한건없다고봄..이혼까지온것도 양쪽의 잘못이지..	1
다음 생에는 중국 남자 만나야지	1
다시 태국 가서 이열음이 대왕조개 따다가 발 끼여서 죽는 장면 찍어오면 조작 아닌거 인정해줄게~ 예능은 리얼이지	0
왕따는 등록안해	0
서울대생인 연예인 김태희를 고발한다이상한기계를 개발해서 돈을 버는가 하면정신질환을 일으키며 게다가 사생활보장도 못한다김태희는 죽어야한다	0
싸이 홧팅!!!	1
역시 막장	1
ㅈㄹ 염병들하네. 역대급웹툰에 작품성 비판도 아니고 뭔 여성혐오. 가지가지로 놀고 잘빠졌네	0
아니 시발 이걸 정보라고	0
전세계 남성 핸드폰 조사하면 95프로 잡힌다. 스님.목사님. 포함	0
40대 여자들이 나이값못하고 현빈 멋있다고 하악하악 거리는거 개극혐ㅋㅋ당신들의 튀어나온 뱃살과 흉측한 얼굴을보고 반성하길바람^^;;;	0
송창의 이유리 너무좋음	1
기자년이 제대로 미쳤구나~	0
복면가왕 안보는데 예원나왔다니 함 찾아봐야겠네... 예원 화이팅!	1
스토브리그보고 남궁민팬됨 ㅋㅋ 남자다. ㅋㅋㅋ	1
역시 경상도 답게전투는 안하고 가오만 존나 잡노	0
유재석 이제 좀 지겹다~ 새로운 얼굴 나와라~	1
이게 유명한사기냐 별 거지같은놈들도 다있노50만원짜리 벽돌이노	0
장난이라하면되지 ㅂㅅ아	0
에미 씹 ㅋㅋ 마인크래프트로 생각하네 인생을	0
만화는 만화로봐라 정치질하지말고 쓰레기 기자야 구더기 같은것들	0
여자들만 유독 열광하는 서현진	0
코로나 난리다..경기 취소하든가 무관중으로 해라 프로도 무관중인데 니들은 먼데??	1
유리언니 마리텔부터 좋아했었는데 결혼다신다니 정말 축하드립니다ㅜㅜ 정말 행복하셨으면 좋겠어요 두분 행복한 부부생활 보내세요	1
대구교대급도 안되는 학교다니면서 아가리는 왜턴거야?다른게이들 보는데지기싫어서?	0
둘다 관심도 없는데ㅋㅋㅋ기사난게 신기하다	1
도가 넘었다	1
예상 ㅈㅎ 병신아	0
저 벤치들어오면 공짜충노숙자틀딱김여사 전용 나와바리됨	0
ㅋㅋ아니 할배가 유리하면 왜 나보고 자꾸 꺼지라함? 앜ㅋㅋ	0
여자들얼굴 죄자부담 스럽지 ㅡㅡ 성형을 해서그런가 ㅡ다이상하게생김 ㅡ이번시즌은 이필모 부인 처럼 자연스런얼굴 이 없네	0
하여간 대통이 그렇게 되고싶냐. 뭐하게. 니꼴리는대로 함 말아먹어 보게. 니가 하는식이면 뭐할려고 노력해서 돈버냐. 그냥 국가가 주는 돈이나 받고 세금도 안내고 대충 살면 편하지. 니돈 전부 기탁하면 니 진심을 믿어준다. 안그러면 대통하고 싶은 떨거지의 말로밖에는	0
일게이들은 빅픽처를 못그리는 븅신들임	0
솔직히 기자놈같으면 이국주랑 결혼하라고하면 할수있겠냐 집이 그지에 10억준다고하면모를까	0
다리길어보이기위해그랬겠지마는 옆과 뒤를 너무 팠다적당히 했으면 멋있었을것을 민망하노	1
요즘 우주정거장 숙박시설이 좋아지고 있네요	1
음주운전법이 너무 약하니까 이런 쓰레기들이 길에 돌아다니는거 아닙니까 집주인만 적폐 만들지 말고 저런 쓰레기들도 처리하는 법좀 만드세요	0
290억 아니고?	1
이런짓 하지말고 전국민 독감예방접종을 무료로 해주지	1
인간자체에 환멸이 난다 씨발꺼 ㅋㅋㅋ	0
내 장담하는데 애네들 백신 승인되기전에 코로나 백신 전세계 다 깔리고..종식된다..	1
근데 임신이 되도 위험한거 아닌가 산모가 위험할 수도 있다고 본다	1
아무말 대잔치 이건 사년전에 본 단언데 아직도 쓰는새끼가 있냐 니 에미에비가 쓰디? 아 뒤졌냐 ㅋㅋ ㅈㅅ ㅎㅎ	0
강철브라..강철팬티...씨발	0
결국은 조직의 최상위 권력자들 따까리 밖엔 안됨.	0
지금 만지러 갑니다.	0
Kbs뿐 아니라 전체 연예계 퇴출이 마땅합니다	1
최자는 대체 왜 욕먹는건가요?? 걍 페미년들이 어떻게든 남자탓하려고 발버둥치는것같은데 ㄹㅇ두뇌수준 심각해보입니다	0
혼자 갑치는군아	0
역시 동근이형 대박...뮤지컬같았네요~꼬마 귀엽더라구요ㅎㅎ	1
이거 무슨 방학숙제 같은데	1
오랫만에 봤는데 승재 많이 크고 너무 의젓해졌어요잘커라 승재야~~~	1
결론은 많이 먹어서..예요	1
쓰고싶은 사람은 그냥 사서 쓰면됨 뭐하러 쓰지도 않는 사람들 말 들을 필요거 있을꺼	1
ㅋㅋ 인생수준ㅋㅋ	0
손예진 20대때 온갓 열폭 메갈녀들이 득달처럼 악플 달던 기억이 나네. 30대쯤 되니 악플 줄어듬 ㅎㅎ	0
샨샤댐은 철근 안빼먹었을까?	1
현역장병 여러분 기회놓치면 후회합니다국방부훈령에 아무 문제없다고 하니까무조건 실행하세요 못하면 빙신됩니다	0
윤민수랑 결혼 ㄱ ㄱ	1
남자 하나 잘 물은 에이급 술집언니같아. 나두 진심으로 키가 컸으면 호스트하겠다. 얼굴은 마츠모토준 황찬성 닮았다고들 그러네.	0
패션이 왜저래ㅠ 남편이 용돈 안줘요?	0
뻔뻔하게 장례식은 왜함?ㅋㅋㅋ	0
술먹고 운전 안해본 사람잇나 죽은사람은 그냥 재수가 업는거지	0
와 아니나 다를까 제목보고 예상했는데 댓글 계집년들 악플 처갈기고 있었네 ㅋㅋ 반대로 9살 연상 신부였으면 이년들 보나마나 미친듯이 빨아줬음 ㅋㅋ	0
보고커플 넘이뻐요.담주는 분량좀많이넣어주세요~	1
난 사투리쓰는남자 시름	0
평소에 애미나 아줌마들이 너한테 잘생겼다 하는거 진짠줄 아는데	0
김재욱 너무 비호감이다 ㅠㅠ 다들 공감하실듯	0
여기서 실명이나 초성으로라도 언급하면 고소감인건 알고있지???? 고소먹을 준비는 하고 언급하는 거냐 닭대가리들아	0
그리고 뼈 하나 더때리면 여론조사 별거 아니라고 우기는 틀많은데 이석기경기연합 어쩌고 그것도 여론조사 조작 결국 정당해산까지 간거임 선거는 민주주의꽃이라서 엄격함 닭이 여왕마인드 조선시대머리라 막한거지	0
뭐가 레전든데 씹새야 ㅁㅈㅎ나 쳐먹어	0
공매 죽었다고 복창한다 실시!!!	1
현대는 출산이 의무다	1
완전동안 누가48세를믿겠어요 넘넘이쁘셔 화이팅	1
핀란드아가봐서 느낌모르지만 너무예쁘네요	1
쿵쾅이ㅡ들 못나가지고 질투는 오지게하네	0
괴물 같은 소리한다데모 안 하고 공부하면 괴물이냐?ㅋㅋㅋ	0
계속 보다 보면 이해될거임	1
그래도 사진보니깐 반성을 많이 하시는거같아서 보기좋아요	1
사람들 존12 나 소름끼치네 죄다 싸패들;;;;;;;; 설리 살아있늘땐 설리 인스타 찾아가서 악플 지들때문에 설리 죽은건 생각 1도 안하고 최자탓만 하면서 최자 인스타 우루루가서 악플;;;;;;;;; 야 니들 남탓하지마. 니들이 살인자자 누굴 탓해 싸패들;;;;;	0
얼마전에 일본가는데 옆에 전투기붙던대 ㄷㄷ 존나 신기했음	0
안재현 화이팅!! 딱보이드라..신혼일기 보면서..잘생각했어 이혼하고 꽃길 걷길~	1
음주운전자 새끼들은 코랑 입으로 죽을때까지 술을들이 부어줘야 된다	0
오지게 하나보네 ㅋ	0
ㅎㅎ 불쌍히 여기소서 나도 난민 별룬데 너무 들이댄다 윤서인씨도 그만좀 해요 불쌍해보여요	1
그래서 문재앙 정부에서 담배 규제 하려하는데박근혜 담배 잘했다고 하는 일게이들이 이건 또 욕하더라	0
갑자기 뇌출혈로 떠나신 아버지 잃은 슬픔에 3년동안 마니 울고 함들어서 저도 이 프로그램 보면서 슬펐어요 .....아 나도 저렇게라도 아버지보고싶어서 ..나연이 어머니 힘내시고 건강하시고 힘내세요 !!!!!	1
둘이 사귀어라	1
저질 종이에다 수준이하의 인쇄기술 뭐 자랑할거도 하나도 없는 상거지들이 쓰잘데기없는데다 힘쓴다고 큰욕본다	0
불륜하는년놈들 뭐가 이쁘다고 계속 기사 싸지르는거지?	0
최근 본 사회면 기사중에 유.일.하.게. 여성 댓글 비율이 높네	1
정말 쓰레기같은 동생이다	0
능지 병신들임 ㄹㅇ	0
앞으로 다른병사도 그럼 똑같이 해주세여 그럼 말이 안나오겠죠	1
페미세상이라 이게다 재앙이탓이다	0
이새기도 까면깔수록 개념없고 병신임. 절대 대통령되면 안된다. 잘못하면 문재앙을 성군으로 보이게할수도 있을놈임	0
도경환은 그냥 별로.. 왜 그런지 모르겠는데 너무 이미지 만드는 느낌;	1
응 강남 개포동에 썩다리 아파트가 20억이야	0
뭐래 븅신이 ㅋㅋ 통계가 뜬건데 니 뇌피셜이 아니라 통계라고 ^^	0
뭐 법적으로 어떻게 되든 둘은 서로 솔직한 사랑 나누면서 행복하겠지. 둘의 행복을 응원한다. 홍상수 부인도 다른 사람 마음에 대한 미련한 미련 떨쳐내고 건강하게 살아가시길.	1
왜 스타들이 라스 안나오는줄 알겠더라. 사전 인터뷰때 대수롭지 않게 뱉은 말을 싸움붙이려고 부풀려서 MC들이 굳이 언급함. 그리고 논란같은거 생기면 편집 그딴거 없고 걍 내보냄	1
현대차 타보면 안다 아 !! 안나간다 차가	1
산이는 피해자 아닌가??누가 엿먹으라고 띄운것 같은데매갈???	0
다썩어가는 건물에 내부가 개판이어도 강남 빌라는 비싸다.	1
잘가요~ 멋진 배우로 기억할겁니다.	1
페지해라 가세연. 페지가 답이다 아님말고식 증거도없이 유재석 언급하노	1
영화를 거꾸로 보면 이해할 수 있을까	1
코로나 때문에 밖에서 기다리게 한것같은데 너무 안타깝고 슬프네요ㅠ	1
댓글 가관이다 ㅋㅋ 자살한게 최자탓인 마냥 몰아가네 메갈들 손가락 놀려서 자살한거지 무슨 최자떄문이야 하... 이러니 저능아 소릴듣지	0
비 연기도 잘하네요. 군대 안갔으면 헐리우드에서 더 유명해졌을수도 있는데. 어려운 환경에서 태어나 항상 열심히 사는 모습이 항상 존경스럽습니다.	1
여성은 혐오의 대상이 아닙니다. 명품좋아하고 남자를 atm기계로 생각하고 결혼할 나이때까지 돈 한푼 못모으고 해외여행 쳐 다니면서 힐링 어쩌구하면서 결혼때 남자가 집해와야 하며 결혼하믄 일 안한다는 한녀들이 혐오의 대상이죠. 극혐.	0
제구가 미쳤네 진짜... 그렉 매덕스 같아요 @.@	1
지랄하네무슨구미에 전라도가있노	0
전라도 더러운 습성이 저 만화에 다 들어가 있음 남탓에 당한 놈이 빙신이지라에 악랄한 지 놈이 피해자란 피해망상에 약자에 대한 한없는 잔인함 ~ 2% 존경스런 탈라도 제외 인간의 탈을 쓴 악마새끼들	0
앞길 창창한 아이 생명옆에서 동생의 처참한 사고를 지켜본 형의 충격 아이들을 밖에 둔 엄마의 그 후회 이걸 어떡하냐 ㅜㅜ 아이고 ㅜㅜ 너무 안타깝다 너무 열받는다	1
뽕쟁이 몰골 ㄷㄷ	0
조용히 결혼하셔도 될듯한데 너무 요란하게 하시는것 같네요	1
이제 교회나가자 게이야	0
홍어새끼맞네	0
졸리 심심하게 사네	0
저렇게 눕혀서 먹이면 토하지않나요?그래서 안고 먹이는데	1
ㅈㅇ과 이별한 아별	0
군대생활도 기계가 할거나?	1
이쁘게 자고있음 찍을 수도 있고 올릴수도 있는거 이닌가 친한사이면	1
아직도 술처먹고 운전하는 쓰레기들 있네.. 관용없이 20년 징역살게해라	0
지네들도 안처먹는 수산물을 사라고 우게는 미친 왜놈새끼들 정신이 나간듯~ 이 왜놈들은 저런 사고방식을 그들에게 개씨앗을 준 사무라이새끼들 때문인가?	0
mbc엔 좌파쓰레기들만 남았구나.	0
저 짱개는 왜 갑자기 한국활동하냐	0
세경씨 그렇게 안봤는데 진짜 무서운사람이네 세경씨	1
용접공들이 절대 배우자로 못만날 여자긴 하지 ㅎㅎ	0
오늘 기대기대	1
보살언니 진심축하	1
ㅉㅉ	0
박민영이 너무 예뻐서 본다.연기도 잘하고 예쁘고뭐하나ㅈ빠지는게 없네 ㅋ어쩜 이리 예쁘니?	1
울동네는 맘충들없음.	0
하하... 댓글이 이상해서 쭉 읽어보니 이런 댓글 나오는 이유를 알겠네... 주식 못 사서 배 아픈 인간들과 공매들의 언플.... 콜라보구만...ㅋㅋ	1
친문 대깨문들은 살아있는 바른사람들을 물어뜯고 죽이는 좀비 같은 존재다 너무나 꽉막힌 사상과 눈과 귀가 안타깝다 ㅉㅉ	0
우와~19년~대단하다!앵두야~좀만 더 힘내서 아프지말자ㅠ근데 앵두를 좀 보고 싶은데......................	1
아...... ㅜ	1
현빈넘모 멋진ㅇㅎ	1
우리나이로 30이면 퇴물 상폐녀	0
넘예뻐서 이렇게생기구파성격도사랑스럽더라	1
눈 졸라 모였네 난 박신혜 스타일이 좋음 신동엽같이 모인눈 극혐 갈데가 없어 짱개랑	0
그럼 꼽아 놓고 하면 좆질로 분수 가능?	0
또 어묵 쳐먹었나요?	0
참 아깝네요 김민희라는 배우의 재능이..	1
이게 헤프닝으로 끝나야 아는형님에서 빚 드립을 칠수있는데 구라였으면좋겟다 상민이형님 화이팅 ㅠ	1
SE$ 아닌가요 이제 Sea Eugene $hoo	0
잘못한것도 없는데 사람 욕하고 상처주는거...다 본인들한테 돌아간다.맘보 곱게써라.	1
이번정부는 또 본인들이 무능력한거를 남탓이라고 하네... 부동산 공급을 늘려야 안정된다는거를 진짜 모르는건가? 아직도 투기꾼들과 유튜버 전정부만 탓하나?? 남탓하다가 도대체 몇년이나 지났고 ㅂㅅ 같은 정책 덕에 집값 상승만 더 부추기는지	0
응 일베 개새끼^^	0
언젠간 어떤남자에게 소유물이 되겠지? ㅇㅇ 노처녀는 안될거 아니냐? 김태희도 결혼할판에 김태희는 비 소유물이다	0
보고 머리가 아파서 잣습니다. 처음시작하자말자 삐걱대는 사람 움직임때문에 나가고싶은거 참고봣는데 그때 나가는게 맞았습니다.	1
모유수유 중단하고 분유스유하면되지!맨날 니 젖안나오는것도 인터넷뉴스로 봐야하니!	0
별로 인데 ~	1
그래서 2주동안 풀어주고 2주뒤에 강화하고 강화뒤에 아사직전에 풀어주고? 어제 홍대길거리 사진 올라온거 봤냐? 마스크고 뭐고 무법천지야~2.5단계 할바엔 완전 봉쇄해서 다 죽이던지!	1
다나 살 찐거 보고 나도 살 빼면 다나처럼 이뻐지겠지하며새벽에 양념치킨 먹다가 손가락에 묻은 앙념 빨아 먹는 메퇘지년들 생각나네 ㅎㅎ	0
댓글들 꼬라지봐라ㅋㅋ중국내 법 무시하고 불법저지른 판빙빙을 편들어주고있네 머가리들 비었나ㅋㅋ아무리 중국이 공산국가에 미개한나라라고 해도 불법저지른 년을 응원하냐	0
말하는 수준이 좀 떨어지는 뇨자.	0
후쿠시마산 아베가 그거 처먹고 빌빌거리는데 대책없는 쪽바리들	0
페미니즘이나 갖다 버려라 이 멍청한 ㄴ들아	0
과대포장이나 규제해라 등신들아	0
알았다 고마해라	1
그래도 인정하는 모습이좋네	1
일반인들은 2.3억 집값대출도 갚기 힘든데 연예인은 몇십억도 잘값어 역시 연예인 걱정은 하는게 아니지 암~~	1
여성비율 69 아줌마들아 좀 징징대지마라급식년들도 마찬가지고 역사배경지식이 아무것도 없으니 재미가 없지 허구헌날 달달핰 로코 만 쳐보니까 비주얼 쩔고 젊은 남자가 나와서 니들 판타지 만족시켜줄 드라마만 찾지ㅉㅉㅉ	0
힘내세요!!!하늘나라에서 그분이 지켜주시리라 믿습니다 항상 밝은 모습 잃지 마시고 예전처럼 이쁘고 환한 미소 많이 보여주세요!!!화이팅!!!	1
미췬 무능한정부 정은이 똥꼬빨다가 김여정한테 댄통 당햇지 ㅋㅋ	0
자기가 잘못햇으면 들어가서도 아무것도 안해야되는게 정상아닌가?	1
아는 부부는 임신실패했다더라. 걱정 마. 날이면 날마다 버뮤다삼각지대안으로 가랭이사이요술램프위마법스틱을 들락날락 위아래윗윗아래로 구슬땀을흘리면 2세는 언제가는나올테니까.	0
광고 재대로네. 가격 오르는 소리 들리네.	1
부모찬스가 확실한 신분이면 하시고...아니면 뭐 군생활 꼬이는거지 ㅎㅎ 선임들 조져놓을텐데.	1
오빠랑 결혼할래.	1
남편보다 배우가 누군지 더 모르겠다는..ㅎㅎ	1
ㅋㅋ차유람 세뇌당해서 예수쟁이됨 ㅋㅋ	0
신성록 잘생기셨구만	1
나중에 콘서트에서 초대가수로 mc몽이랑 튜엣 하는거 볼수 있겠죠..?기대되네요 ㅎㅎ	1
김태희이년도 남자보는눈깔은없어! 이시언급이랑 결혼이라니!	0
맨몸운동을 좋아합니다	1
게이야 용기사면 드래곤 사역하고있노?	0
낮술쳐먹고 대리운전비 낼돈은 아깝냐? 개작두로 대가리치고 지옥가서 반성해라.	0
구혜선 섹시하지 않은 젖꼭지였구나... 실망..	0
이완 결혼하지 않았어나? 돌싱?	1
따뜻한거지 편하기는병신아	0
쩝 진짜 공개연애의 나쁜예ㅜㅜ	1
엔진 진동소음 큰차 지나갈 때 보면 520d. Nissan. 등 외제차 많음.	1
가만보면 문정부는 호구잡힌듯 인귄쟁이 환경쟁이 여성쟁시등등 씨이입선비 행세하는것들 꼬봉역활이 목표인듯	0
흠....송중기는 이혼을 서두르는거 같고...송혜교는 이혼만은 막고싶었던거 아닌가....	1
검사 판사들이 쓰레기들인지라	0
쉰내나는 40대 아줌마들이 빠는 이드라마 이제 랭킹 뉴스에서 이제 안보게되서 너무기쁨 40대 아줌마 아저씨 로맨스라 1도 몰입안됨 ㅋㅋㅋ	0
수수료가 불만이면 직거래하면 되지~ 공인중개사가 좋아보이면 직접 시험봐서 하시면 되고~	1
쓰레기 대깨문들...쓰레기장도 아깝다. 그냥 모아서 태워버려야지.	0
야 ! 화면을 왜 2개를 동시에 보고있어야 하는데? 대굴빡에 뭐가들어있으면 이런생각을 해내고 이걸 승인해서 제품으로까지 만들어 출시를 하냐?? 망하는데는 다 이유가 있다.	0
친일 매국노 국민의 짐 아가리에 다 쑤셔	0
나 아침에 똥쌌다	1
노트북등 IT 제품은 브랜드도 중국산이아 등신아 꼭 좆도 모르는 새끼들이 컴퓨터 아는척 오진다니깐 비유도 등신 같이함 16기가 브랜드 란다 씨발 ㅋㅋ괜히 모르면서 나서는 애들 보면 김치년 보는거 같아서 딥빡이 쳐오름	0
친중이니 친미니 친일이니 ~	0
다음에 쳐맞을거 두려워서 칼질함	0
저 좌좀 연예인 정권 바끼지않는한 계속봐야돼	0
개진핑 똥짱깨의 똥걸레 헬쥐	0
Mbc 주말 드라마 다시했으면 ㅠㅠ	1
유희열의 스케치북은 요즘 하긴 함?	1
제대로된 중개와 상담을 못받아봤으니 중개비 아깝다는 얘기가 나오지요.. 물건준 본인이 갑인 것처럼 행동하고 복비 운운만하는 사람들한테 좋은 물건 돈되는 정보 절대 상담 안한다는 걸 아셔야되요..	1
시스템을 짜야한다는 건 누구라도 알고 있는 뻔한 답에 지나지 않는데도 저 개새끼가 꾸역꾸역 반복하는 것은 다음 명제를 위한거다.	0
잘나가고 돈많은데 차별하면 어떠냐ㅋㅋ똥양인은 차별당할 만한 외모기도하고ㅎ백인들 찬양하자그냥	0
올 여름 엄청 덥다고 하더니 비만 주구장창 오더만 ㅋㅋㅋ	1
팬인데 힘내세요 ㅠㅠ 응원합니다...조금 자숙하시고 다시 활발히 활동하는 모습 기대할게요	1
양에겐 무관심이 답이지	1
결국 했지만 몰랐다 인가요?!	1
너무 팩트로 쳐맞아서 대가리가 기능 못하나?	0
카톡봄ㅋㅋㅋ 쫑파티 다음날도 반말로 카톡하던데 ?	1
가자 장미여관으로~~~	1
아베 나베 남매 따까리인 듯...	0
가세연에도 나오던데 좌빨 강사면 절대 안 나가지	0
솔직히 이정도 구설수면 문제 아닌가요 팬님들 머 언급만하면털어도 먼지 안나올사람 없다느니 마녀사냥한다느니 이러는데좀 현실 직시좀 합시다	1
거래 금액이 커질수록 중개사고 권리관계등 문제발생시 중개사가 책임지는 액수도 커지기 때문에 수수료가 높아지게 됩니다.(중개보수 몇백 받고 몇천 물어주게는 경우 생각보다 많습니다.)	1
그건 모르겠고 갑자기 이 듣보잡이 쳐나대는게꼴보기싫음	0
어차피 2.5나 2.25나 아주 다풀리지 않은한 자영자 마이너스는 막지못한다!!!!!! 이럴봐에 그냥 3단계로 1중일 가보는게 났다!! 제발 좀...실제 파악좀..이리 질질 끌어봤자 죽는사람 안죽는것도 아니다.	1
ㅇㅈ?	1
족바리들아 니들좋아하는 스시 만들어 쳐 드세요	0
혐세의 한국외대 나온 성제준 엄청 무시하던데 (지는 삼수지만 서울대라서 이해는 함)같은 중경외시 주예지 겁나 까겠노ㅋㅋ	0
애넨 3패하면 그대로 촬영종료다 일자리 한곳이 날아가게생겼는데 당연히 절실하게 하겠지	1
이러다 개천절에 또 정신병자들 광화문으로 튀어나오면...	1
슈돌하차해도 승재랑도같이 방송 출연 해주세요~~승재 너무 보고싶을듯ㅠ 가족 행복하세요	1
헐 넘 이쁘네... 성인되면 장난아닐듯	1
운영만 신중하게하면 훌륭한 대안이다 지지한다	1
애가 크면 자랑하고 다닐건데 조금 앞서 공개 됐다고 뭐가 문제인가?	1
대깨문이 왜 대깨문이겠어. 내로남불에 뻔뻔의 극치인 문씨나 그 추종자자들이나 똑같네	0
사귀다 헤어지면 어때서 결혼하고헤어지는것보다났지그냥 출연하시지^^~	1
저 상황에서 남 목숨 챙기는 병신새끼도있냐 ㅋㅋ	0
08에 땅값이 떨어져서 지금 떨어졌냐고 병신아 ㅋㅋ 아니 시발 08년도에 지구 망했냐? 인생 종쳤어? 08년도에 리먼브라더스 사태가 와서 모든 게임이 끝났나보네 ㅋㅋ	0
쓰레기집단 민주좌빨들이 흉악을 떨고 대깨문들이 여론을 똥물로 뒤 덮어도 악함이 선함을 이길 수 없다 ... 현님은 가을하늘처럼 청명한 햇빛으로 바이러스세균같은 좌빨들을 이겨내고 당당히 일어서리라 믿슴니다	0
응 평생 문 열지마라.. 써글놈들..	0
돈많이 버는 여자연예인이 일반인 회사원과 결혼하니깐 쪽팔려서 그러나? 왜 비공개로..그러지?	0
자살 언제하냐?	0
자한당 쓰레기들이 궤변을 늘어놓는 거나 ~ 왜놈들이 늘어놓는 궤변이 닮은데가 엄청 많아..역시 조상새끼들이 왜놈 앞잡이 노릇한게 근거가 있는듯	0
와 ㅅㅂ여기 아직도 싸우나	0
연예인은 무슨ㅋㅋ 걍 저옷입고 술집가서 술이나 팔아라	0
으이그 그딴걸 자랑이라고 짖거리냐? 너거새끼가 학교째고 그래봐라 ㅉㅉ 하여간 자식은 부모를 닮는다더니 ㅉ	0
뭔소리인지 액션만 좋아요	1
대기업에서 근무 중인 9살 연하 미모의 재원 .. 이런글 좀 쓰지마라 그게 왜 기사에 나와야되는데? 너무 식상하다	1
딱 성형수 1기 이야기를 묘사 표현을 잘 했어요	1
잼나.남궁민 파워	1
나라를 털어먹는 개문빠들... 결국 개문재앙을 감옥에 보내게 될꺼다~	0
김포는 뭐 김 네장씩 싸먹는 새끼들이냐?	0
슈퍼맨 나레이션 좋았는데 갑자기 바뀐거 아쉬워요ㅠ..	1
뭔 내용인지 1도 이해가 안감 이해를 못하니까 영화 재미가 반감됨	1
ㅇㅇ 맞음 이거임 시발 나도 중고나라 사기당했는데 역으로 조선족 씨발년들이 이지랄로 내번호 곱창내더라 ㅋㅋㅋ	0
내가 볼 땐 벌리는게 문제임 요즘 남자 좀 괜찮다 싶음 일단 벌리고 보니까...	0
사진은 수지닮았네 이뻐요~	1
아니 멍청하니깐 사기당하지 ㅋㅋ헤헤헤헿	0
여자들은 왜 윤아를 그렇게 싫어할까요?	1
이런 저능아들은 도대체 뭔생각하면서 사는지 모르겠네	0
제보자가 아니라 추아들 추씨를 엄밀히 조사해야되는게맞는거아니냐 황희 이름값도 못하네	1
인물은 참 없다	1
문색히 필리핀 안가노	0
개소리 집어쳐라.	0
최자는 걍 이름부터 병시닌뎈ㅋㅋ 연예인하겟다는놈이 최강자지라니어휴 더러워	0
지 랄 하 고 자 빠 졌 네	0
주방장 새끼들한테 쉐프라는 이름 좀 쓰지마라.	0
게이애 침착하고	0
하현우도그렇고 지르면 다가왕이네 ㅉㅉ	0
원래 양남들은 잘 안갈아입는다 ㅋㅋ	0
이 기자 개독인가?? 헬퍼거 사실주의 개독을 표현해서 빡치셨나?? 혐오스러우면 안보면 됨.	0
으 ;;;;;;;;;;	1
길참주 역 배우 찾아봤네요. 요즘 너무 재밌게 보는 드라마^^남궁민배우 연기도 정말 최고예요!	1
틀딱드라마 조연으로 많이나옴	0
방탄 박지민 얘기인줄 알고 놀랐네. . .	1
이 할줌마는 아직도 자기가 연예인인줄아는듯	0
고모닮았네~~많이 컸네ㅎ	1
아직까지 밝혀진 죄가 없으니 당연히 입대해야죠	0
이런거 왜 주나요?세금때문에 허리 휘는데 세금이나 내리세요.	1
인터폴에 수배될 정도면 하고있는 행동이 얼마나 위험한 짓인지 모르는건가 ㅋㅋㅋ	1
둘다 누군지 진심 모름.	1
이열음이 싼 똥 제작진이 치우네. 이열음이 잘못하고 소속사가 피해자 코스프레해서 청원올린 거다. 이열음 자업자득이다. 싸가지 없어서 자기가 한 업보 돌아오는 중이다. 실체가 공개되길 바란다.	0
강철비가 잼나던데	1
몰몬교 선교사 출신이 필로폰 했다는 게 믿기지가 않는디....	1
전망도 하지마라 그냥 아무것도 하지마라 어차피 기대도 안하니까능 무능한건 기상청이나 국회나 똑 닮았구나 그래	1
애는 무슨 슬픈노래갖고 이길려고 그래 ~어이없음	1
예쁘기만 한데....	1
꼭 보면 엠생/백수/모쏠아다/그지새키일수록 얼굴에 집착을하더라 ㅋㅋㅋ	0
병신 빡대가리 반일국뽕 수준 ㅋㅋ	0
몸매 미끈한 여자들이야말로 남자에게 최고지	0
여기서도 문재앙 이지랄들 하네 정치병 에반데... 문재인 싫은건 나도 싫은데 굳이 여기에서까지 ㅈㄹ들을	0
어제보면서 한혜진전현무 불편햇던게 나뿐이아니엿구나	1
